uuid,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
eb280580-f18b-11ec-a33e-acde48001122,BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.7,11.4,13.8,20,322
eb28095e-f18b-11ec-a33e-acde48001122,FORD,MUSTANG,SUBCOMPACT,5.0,8,AS10,X,15.1,9.3,12.5,23,291
eb280d32-f18b-11ec-a33e-acde48001122,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.7,22,292
eb2810fc-f18b-11ec-a33e-acde48001122,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230
eb2814d0-f18b-11ec-a33e-acde48001122,CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,A6,X,9.1,6.0,7.7,37,177
eb2818a4-f18b-11ec-a33e-acde48001122,GMC,Terrain,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,199
eb281c78-f18b-11ec-a33e-acde48001122,AUDI,A8L,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19,344
eb282038-f18b-11ec-a33e-acde48001122,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20,329
eb2823ee-f18b-11ec-a33e-acde48001122,BMW,428i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.4,7.1,8.9,32,205
eb2827b8-f18b-11ec-a33e-acde48001122,BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,A8,Z,16.4,11.3,14.1,20,324
eb282b78-f18b-11ec-a33e-acde48001122,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,22,301
eb282f4c-f18b-11ec-a33e-acde48001122,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28,239
eb283316-f18b-11ec-a33e-acde48001122,BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,20.3,11.9,16.5,17,388
eb2836d6-f18b-11ec-a33e-acde48001122,BMW,ALPINA B7 xDRIVE LWB,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
eb283aa0-f18b-11ec-a33e-acde48001122,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.5,8.4,10.1,28,232
eb283e9c-f18b-11ec-a33e-acde48001122,MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,AM7,Z,8.9,6.6,7.9,36,184
eb284266-f18b-11ec-a33e-acde48001122,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.3,7.1,8.3,34,195
eb28461c-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,242
eb2849d2-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,7.2,9.0,31,207
eb284d88-f18b-11ec-a33e-acde48001122,KIA,Stinger AWD,MID-SIZE,2.0,4,AS8,Z,11.1,8.1,9.7,29,229
eb28513e-f18b-11ec-a33e-acde48001122,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
eb2854f4-f18b-11ec-a33e-acde48001122,KIA,Forte,MID-SIZE,2.0,4,AV,X,7.7,5.9,6.9,41,164
eb285b48-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,282
eb286354-f18b-11ec-a33e-acde48001122,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37,175
eb286840-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,AS7,Z,12.4,8.9,10.8,26,253
eb286caa-f18b-11ec-a33e-acde48001122,DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19.0,11.5,15.6,18,368
eb2870d8-f18b-11ec-a33e-acde48001122,CHEVROLET,Camaro,SUBCOMPACT,3.6,6,M6,X,14.3,8.8,11.8,24,277
eb2874f2-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324
eb2878f8-f18b-11ec-a33e-acde48001122,BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4,AS8,D,8.7,7.1,8.0,35,211
eb287cea-f18b-11ec-a33e-acde48001122,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,12.5,23,288
eb2880c8-f18b-11ec-a33e-acde48001122,GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
eb2884b0-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6,AS8,D,11.8,8.1,10.2,28,277
eb288884-f18b-11ec-a33e-acde48001122,BMW,M6 COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
eb288c58-f18b-11ec-a33e-acde48001122,HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.3,8.8,10.1,28,238
eb289022-f18b-11ec-a33e-acde48001122,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,7.1,8.4,34,197
eb2893f6-f18b-11ec-a33e-acde48001122,BMW,328i,COMPACT,2.0,4,M6,Z,10.4,6.7,8.7,32,200
eb289856-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,11.8,8.5,10.3,27,278
eb289c3e-f18b-11ec-a33e-acde48001122,BMW,750Li xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
eb28a01c-f18b-11ec-a33e-acde48001122,JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.4,11.9,24,280
eb28a422-f18b-11ec-a33e-acde48001122,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.5,10.8,26,253
eb28a7ec-f18b-11ec-a33e-acde48001122,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,268
eb28abb6-f18b-11ec-a33e-acde48001122,BMW,330i xDrive Touring,STATION WAGON - SMALL,2.0,4,AS8,Z,10.2,7.2,8.8,32,207
eb28af9e-f18b-11ec-a33e-acde48001122,BMW,230i COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.8,6.8,8.4,34,197
eb28b37c-f18b-11ec-a33e-acde48001122,AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Z,10.0,7.3,8.8,32,205
eb28b746-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.0,10.6,12.4,23,292
eb28bb06-f18b-11ec-a33e-acde48001122,ACURA,MDX Hybrid AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210
eb28bebc-f18b-11ec-a33e-acde48001122,LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,29,232
eb28c286-f18b-11ec-a33e-acde48001122,AUDI,S5,SUBCOMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,259
eb28c646-f18b-11ec-a33e-acde48001122,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
eb28c9fc-f18b-11ec-a33e-acde48001122,JEEP,Wrangler Unlimited 4X4 EcoDiesel,SUV - SMALL,3.0,6,A8,D,10.6,8.1,9.5,30,255
eb28cdda-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,13.9,9.3,11.8,24,271
eb28d19a-f18b-11ec-a33e-acde48001122,KIA,OPTIMA FE,FULL-SIZE,2.4,4,AS6,X,9.3,6.6,8.0,35,190
eb28d546-f18b-11ec-a33e-acde48001122,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Z,13.1,9.2,11.4,25,262
eb28d906-f18b-11ec-a33e-acde48001122,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
eb28dcbc-f18b-11ec-a33e-acde48001122,FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9.0,10.7,26,251
eb28e072-f18b-11ec-a33e-acde48001122,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,8.9,6.9,8.0,35,184
eb28e432-f18b-11ec-a33e-acde48001122,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186
eb28e81a-f18b-11ec-a33e-acde48001122,AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,12.0,8.1,10.3,27,237
eb28ebda-f18b-11ec-a33e-acde48001122,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,AS6,Z,8.6,6.5,7.7,37,177
eb28ef9a-f18b-11ec-a33e-acde48001122,LAND ROVER,Discovery Sport P290,SUV - SMALL,2.0,4,AS9,Z,12.3,9.8,11.1,25,262
eb28f350-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE,COMPACT,2.0,4,A6,Z,10.3,7.7,9.1,31,209
eb28f706-f18b-11ec-a33e-acde48001122,PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,AM8,Z,13.1,10.2,11.8,24,277
eb28faee-f18b-11ec-a33e-acde48001122,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,251
eb28feae-f18b-11ec-a33e-acde48001122,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,432
eb29026e-f18b-11ec-a33e-acde48001122,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,8.8,6.9,7.8,36,183
eb2908d6-f18b-11ec-a33e-acde48001122,AUDI,TTS Coupe,SUBCOMPACT,2.0,4,AM7,Z,10.4,8.2,9.4,30,220
eb290dd6-f18b-11ec-a33e-acde48001122,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,11.0,7.4,9.4,30,219
eb291236-f18b-11ec-a33e-acde48001122,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,258
eb29166e-f18b-11ec-a33e-acde48001122,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.4,8.5,33,198
eb291a88-f18b-11ec-a33e-acde48001122,BMW,528i,MID-SIZE,2.0,4,A8,Z,10.2,7.0,8.8,32,202
eb291efc-f18b-11ec-a33e-acde48001122,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
eb292302-f18b-11ec-a33e-acde48001122,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
eb2926f4-f18b-11ec-a33e-acde48001122,HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185
eb292b2c-f18b-11ec-a33e-acde48001122,HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188
eb292f14-f18b-11ec-a33e-acde48001122,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,173
eb2932f2-f18b-11ec-a33e-acde48001122,BMW,M6 COUPE,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
eb293716-f18b-11ec-a33e-acde48001122,JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.0,4,A9,X,11.2,8.0,9.8,29,229
eb293af4-f18b-11ec-a33e-acde48001122,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.2,34,194
eb293f36-f18b-11ec-a33e-acde48001122,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,8.5,10.2,28,235
eb29433c-f18b-11ec-a33e-acde48001122,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229
eb294710-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,14.0,8.7,11.6,24,271
eb294b16-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14.0,10.3,12.3,23,283
eb294f08-f18b-11ec-a33e-acde48001122,CHRYSLER,200 AWD,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,246
eb2952dc-f18b-11ec-a33e-acde48001122,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
eb2956ce-f18b-11ec-a33e-acde48001122,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
eb295aa2-f18b-11ec-a33e-acde48001122,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.6,6.8,8.4,34,198
eb295e6c-f18b-11ec-a33e-acde48001122,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290
eb296254-f18b-11ec-a33e-acde48001122,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,12.9,8.7,11.0,26,259
eb29661e-f18b-11ec-a33e-acde48001122,BMW,428i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
eb2969e8-f18b-11ec-a33e-acde48001122,BMW,228i,SUBCOMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
eb296dee-f18b-11ec-a33e-acde48001122,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.2,8.3,34,196
eb2971b8-f18b-11ec-a33e-acde48001122,HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35,189
eb297582-f18b-11ec-a33e-acde48001122,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,243
eb297974-f18b-11ec-a33e-acde48001122,ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,37,177
eb297d3e-f18b-11ec-a33e-acde48001122,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
eb298108-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A9,Z,14.3,9.2,12.0,24,280
eb2984fa-f18b-11ec-a33e-acde48001122,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.4,9.0,10.9,26,254
eb2988c4-f18b-11ec-a33e-acde48001122,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,23,288
eb298c8e-f18b-11ec-a33e-acde48001122,AUDI,Q7,SUV - STANDARD,2.0,4,AS8,Z,12.2,9.5,11.0,26,258
eb29904e-f18b-11ec-a33e-acde48001122,NISSAN,Versa,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180
eb299490-f18b-11ec-a33e-acde48001122,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,185
eb299878-f18b-11ec-a33e-acde48001122,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,323
eb299f4e-f18b-11ec-a33e-acde48001122,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.3,7.4,9.0,31,207
eb29a3d6-f18b-11ec-a33e-acde48001122,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294
eb29a818-f18b-11ec-a33e-acde48001122,CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339
eb29ac32-f18b-11ec-a33e-acde48001122,DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
eb29b038-f18b-11ec-a33e-acde48001122,HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167
eb29b42a-f18b-11ec-a33e-acde48001122,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218
eb29b81c-f18b-11ec-a33e-acde48001122,SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV,Z,10.2,8.6,9.5,30,218
eb29bc04-f18b-11ec-a33e-acde48001122,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16,278
eb29bfec-f18b-11ec-a33e-acde48001122,PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A7,Z,13.8,10.3,12.3,23,287
eb29c3d4-f18b-11ec-a33e-acde48001122,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,E,15.9,11.0,13.7,21,226
eb29c7a8-f18b-11ec-a33e-acde48001122,CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,X,13.7,9.5,11.8,24,277
eb29cf64-f18b-11ec-a33e-acde48001122,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.5,9.5,12.8,22,300
eb29d37e-f18b-11ec-a33e-acde48001122,BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,10.9,7.7,9.5,30,222
eb29d766-f18b-11ec-a33e-acde48001122,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.7,7.0,8.3,34,197
eb29db44-f18b-11ec-a33e-acde48001122,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,7.9,9.8,29,225
eb29df22-f18b-11ec-a33e-acde48001122,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
eb29e2ec-f18b-11ec-a33e-acde48001122,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,156
eb29e6c0-f18b-11ec-a33e-acde48001122,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,198
eb29ea8a-f18b-11ec-a33e-acde48001122,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.8,7.8,8.9,32,205
eb29eeae-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS7,Z,14.7,9.1,12.2,23,281
eb29f296-f18b-11ec-a33e-acde48001122,BMW,340i,COMPACT,3.0,6,M6,Z,12.2,8.2,10.4,27,242
eb29f66a-f18b-11ec-a33e-acde48001122,HYUNDAI,Tucson,SUV - SMALL,2.0,4,AS6,X,10.0,7.9,9.1,31,216
eb29fa3e-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20,324
eb29fe08-f18b-11ec-a33e-acde48001122,NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,A5,X,16.0,12.0,14.2,20,327
eb2a01d2-f18b-11ec-a33e-acde48001122,LAND ROVER,Range Rover 3.0,SUV - STANDARD,3.0,6,AS8,Z,12.2,9.4,11.0,26,258
eb2a0592-f18b-11ec-a33e-acde48001122,INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.5,8.7,10.8,26,254
eb2a095c-f18b-11ec-a33e-acde48001122,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
eb2a0d26-f18b-11ec-a33e-acde48001122,FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,X,7.5,5.5,6.6,43,152
eb2a117c-f18b-11ec-a33e-acde48001122,KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.4,7.7,37,179
eb2a1550-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205
eb2a191a-f18b-11ec-a33e-acde48001122,BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315
eb2a1cee-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,11.8,8.2,10.2,28,238
eb2a20ae-f18b-11ec-a33e-acde48001122,CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,10.6,27,250
eb2a2478-f18b-11ec-a33e-acde48001122,BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.1,8.4,10.5,27,246
eb2a2842-f18b-11ec-a33e-acde48001122,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.7,12.8,22,300
eb2a2c02-f18b-11ec-a33e-acde48001122,JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312
eb2a2fc2-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.4,10.1,28,236
eb2a3396-f18b-11ec-a33e-acde48001122,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188
eb2a374c-f18b-11ec-a33e-acde48001122,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,23,284
eb2a3b0c-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,11.2,7.3,9.4,30,216
eb2a3efe-f18b-11ec-a33e-acde48001122,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.2,8.2,10.4,27,239
eb2a42c8-f18b-11ec-a33e-acde48001122,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
eb2a4688-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15.0,11.4,13.4,21,308
eb2a4a48-f18b-11ec-a33e-acde48001122,HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,12.4,8.8,10.8,26,253
eb2a4e12-f18b-11ec-a33e-acde48001122,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.2,8.4,9.8,29,230
eb2a51dc-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,267
eb2a55c4-f18b-11ec-a33e-acde48001122,NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV7,X,9.1,7.6,8.4,34,198
eb2a59a2-f18b-11ec-a33e-acde48001122,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
eb2a5d80-f18b-11ec-a33e-acde48001122,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,231
eb2a6154-f18b-11ec-a33e-acde48001122,BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.3,11.1,13.4,21,314
eb2a6546-f18b-11ec-a33e-acde48001122,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3.0,6,AS6,X,12.9,9.0,11.2,25,258
eb2a6906-f18b-11ec-a33e-acde48001122,JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,AS9,Z,11.0,8.4,9.8,29,231
eb2a6cd0-f18b-11ec-a33e-acde48001122,BMW,M240i Coupe,SUBCOMPACT,3.0,6,M6,Z,12.8,8.8,11.0,26,256
eb2a70a4-f18b-11ec-a33e-acde48001122,MAZDA,CX-3 (SIL),COMPACT,2.0,4,M6,X,8.8,7.0,8.0,35,186
eb2a746e-f18b-11ec-a33e-acde48001122,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7.0,40,166
eb2a7838-f18b-11ec-a33e-acde48001122,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277
eb2a7c02-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,JETTA,COMPACT,1.8,4,AM6,X,9.4,6.8,8.2,34,193
eb2a7fcc-f18b-11ec-a33e-acde48001122,AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224
eb2a8396-f18b-11ec-a33e-acde48001122,MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
eb2a8760-f18b-11ec-a33e-acde48001122,BENTLEY,CONTINENTAL GT,COMPACT,6.0,12,AS8,Z,18.9,11.2,15.4,18,360
eb2a8b2a-f18b-11ec-a33e-acde48001122,JEEP,Wrangler Unlimited 4X4 eTorque,SUV - SMALL,2.0,4,A8,X,11.3,10.5,10.9,26,257
eb2a8f62-f18b-11ec-a33e-acde48001122,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274
eb2a9354-f18b-11ec-a33e-acde48001122,CHEVROLET,Equinox,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,199
eb2a9732-f18b-11ec-a33e-acde48001122,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.3,7.2,8.9,32,207
eb2a9b2e-f18b-11ec-a33e-acde48001122,BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,8.9,11.1,25,255
eb2a9f0c-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,A6,Z,11.7,9.5,10.7,26,246
eb2aa2d6-f18b-11ec-a33e-acde48001122,GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298
eb2aa696-f18b-11ec-a33e-acde48001122,AUDI,A3 TDI (modified),SUBCOMPACT,2.0,4,AM6,D,7.6,5.5,6.5,43,177
eb2aaa56-f18b-11ec-a33e-acde48001122,BUICK,REGAL AWD,MID-SIZE,2.0,4,AS6,Z,12.4,8.7,10.7,26,252
eb2aaf92-f18b-11ec-a33e-acde48001122,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6.0,47,138
eb2ab49c-f18b-11ec-a33e-acde48001122,KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.6,10.6,13.3,21,317
eb2ab906-f18b-11ec-a33e-acde48001122,TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274
eb2abd34-f18b-11ec-a33e-acde48001122,JAGUAR,F-TYPE P300 Convertible,TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215
eb2ac14e-f18b-11ec-a33e-acde48001122,BMW,M2,SUBCOMPACT,3.0,6,M6,Z,12.7,9.2,11.1,25,260
